,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
0,1.0,2020-01-01 00:28:15,2020-01-01 00:33:03,1.0,1.2,1.0,N,238,239,1.0,6.0,3.0,0.5,1.47,0.0,0.3,11.27,2.5
1,1.0,2020-01-01 00:35:39,2020-01-01 00:43:04,1.0,1.2,1.0,N,239,238,1.0,7.0,3.0,0.5,1.5,0.0,0.3,12.3,2.5
2,1.0,2020-01-01 00:47:41,2020-01-01 00:53:52,1.0,0.6,1.0,N,238,238,1.0,6.0,3.0,0.5,1.0,0.0,0.3,10.8,2.5
3,1.0,2020-01-01 00:55:23,2020-01-01 01:00:14,1.0,0.8,1.0,N,238,151,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,0.0
4,2.0,2020-01-01 00:01:58,2020-01-01 00:04:16,1.0,0.0,1.0,N,193,193,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0.0
5,2.0,2020-01-01 00:09:44,2020-01-01 00:10:37,1.0,0.03,1.0,N,7,193,2.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0
6,2.0,2020-01-01 00:39:25,2020-01-01 00:39:29,1.0,0.0,1.0,N,193,193,1.0,2.5,0.5,0.5,0.01,0.0,0.3,3.81,0.0
7,2.0,2019-12-18 15:27:49,2019-12-18 15:28:59,1.0,0.0,5.0,N,193,193,1.0,0.01,0.0,0.0,0.0,0.0,0.3,2.81,2.5
8,2.0,2019-12-18 15:30:35,2019-12-18 15:31:35,4.0,0.0,1.0,N,193,193,1.0,2.5,0.5,0.5,0.0,0.0,0.3,6.3,2.5
9,1.0,2020-01-01 00:29:01,2020-01-01 00:40:28,2.0,0.7,1.0,N,246,48,1.0,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
10,1.0,2020-01-01 00:55:11,2020-01-01 01:12:03,2.0,2.4,1.0,N,246,79,1.0,12.0,3.0,0.5,1.75,0.0,0.3,17.55,2.5
11,1.0,2020-01-01 00:37:15,2020-01-01 00:51:41,1.0,0.8,1.0,N,163,161,2.0,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
12,1.0,2020-01-01 00:56:27,2020-01-01 01:21:44,1.0,3.3,1.0,N,161,144,1.0,17.0,3.0,0.5,4.15,0.0,0.3,24.95,2.5
13,2.0,2020-01-01 00:21:54,2020-01-01 00:27:31,1.0,1.07,1.0,N,43,239,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
14,2.0,2020-01-01 00:38:01,2020-01-01 01:15:21,1.0,7.76,1.0,N,143,25,1.0,28.5,0.5,0.5,4.84,0.0,0.3,37.14,2.5
15,1.0,2020-01-01 00:15:35,2020-01-01 00:27:06,3.0,1.6,1.0,N,211,234,2.0,9.0,3.0,0.5,0.0,0.0,0.3,12.8,2.5
16,1.0,2020-01-01 00:41:20,2020-01-01 00:44:22,1.0,0.5,1.0,Y,234,90,1.0,4.0,3.0,0.5,1.0,0.0,0.3,8.8,2.5
17,1.0,2020-01-01 00:56:38,2020-01-01 01:13:34,1.0,1.7,1.0,N,246,142,2.0,11.5,3.0,0.5,0.0,0.0,0.3,15.3,2.5
18,2.0,2020-01-01 00:08:21,2020-01-01 00:25:29,1.0,8.45,1.0,N,138,216,2.0,24.5,0.5,0.5,0.0,0.0,0.3,25.8,0.0
19,1.0,2020-01-01 00:25:39,2020-01-01 00:27:05,1.0,0.0,1.0,N,170,162,4.0,3.0,3.0,0.5,0.0,0.0,0.3,6.8,2.5
20,1.0,2020-01-01 00:28:53,2020-01-01 00:41:59,1.0,1.5,1.0,N,170,161,1.0,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
21,1.0,2020-01-01 00:49:00,2020-01-01 01:17:42,1.0,2.9,1.0,N,161,262,1.0,19.0,3.0,0.5,4.55,0.0,0.3,27.35,2.5
22,1.0,2020-01-01 00:23:54,2020-01-01 00:38:46,1.0,1.9,1.0,N,236,162,1.0,10.5,3.0,0.5,2.85,0.0,0.3,17.15,2.5
23,1.0,2020-01-01 00:56:12,2020-01-01 01:19:57,1.0,4.2,1.0,N,50,261,1.0,18.0,3.0,0.5,4.35,0.0,0.3,26.15,2.5
24,1.0,2020-01-01 00:28:02,2020-01-01 00:35:56,2.0,1.5,1.0,N,142,236,1.0,7.5,3.0,0.5,2.8,0.0,0.3,14.1,2.5
25,1.0,2020-01-01 00:48:23,2020-01-01 00:53:58,1.0,0.6,1.0,N,237,141,1.0,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
26,2.0,2020-01-01 00:13:53,2020-01-01 00:40:35,1.0,5.73,1.0,N,246,112,2.0,21.0,0.5,0.5,0.0,6.12,0.3,30.92,2.5
27,2.0,2020-01-01 00:19:13,2020-01-01 00:28:54,1.0,2.12,1.0,N,24,236,1.0,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
28,2.0,2020-01-01 00:31:25,2020-01-01 00:37:16,2.0,0.93,1.0,N,236,262,1.0,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
29,1.0,2020-01-01 00:29:04,2020-01-01 01:03:27,2.0,5.7,1.0,N,234,238,1.0,25.5,3.0,0.5,5.85,0.0,0.3,35.15,2.5
30,1.0,2020-01-01 00:03:02,2020-01-01 00:09:22,1.0,1.2,1.0,N,232,79,2.0,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
31,1.0,2020-01-01 00:22:24,2020-01-01 00:33:24,1.0,1.3,1.0,N,79,233,1.0,8.5,3.0,0.5,1.7,0.0,0.3,14.0,2.5
32,1.0,2020-01-01 00:47:27,2020-01-01 00:55:40,1.0,0.7,1.0,N,233,170,1.0,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
33,1.0,2020-01-01 00:57:44,2020-01-01 01:00:49,1.0,0.4,1.0,N,170,107,1.0,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
34,1.0,2020-01-01 00:28:44,2020-01-01 00:43:40,2.0,3.9,1.0,N,148,49,1.0,14.5,3.0,0.5,3.7,0.0,0.3,22.0,2.5
35,1.0,2020-01-01 00:04:28,2020-01-01 00:17:36,1.0,3.3,1.0,N,144,229,1.0,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
36,1.0,2020-01-01 00:19:19,2020-01-01 00:34:22,1.0,1.7,1.0,N,229,142,2.0,11.0,3.0,0.5,0.0,0.0,0.3,14.8,2.5
37,1.0,2020-01-01 00:37:35,2020-01-01 00:40:31,1.0,0.6,1.0,N,142,239,1.0,4.5,3.0,0.5,2.45,0.0,0.3,10.75,2.5
38,1.0,2020-01-01 00:43:08,2020-01-01 00:54:30,1.0,2.3,1.0,N,239,41,1.0,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
39,1.0,2020-01-01 00:55:29,2020-01-01 01:06:22,1.0,1.5,1.0,N,41,74,1.0,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0.0
40,2.0,2020-01-01 00:22:33,2020-01-01 00:28:01,2.0,0.81,1.0,N,239,142,2.0,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
41,2.0,2020-01-01 00:30:11,2020-01-01 01:31:29,1.0,0.8,1.0,N,48,68,2.0,18.5,1.3,0.5,0.0,0.0,0.0,22.8,2.5
42,1.0,2020-01-01 00:54:57,2020-01-01 00:58:50,6.0,0.9,1.0,N,95,95,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
43,1.0,2020-01-01 00:23:37,2020-01-01 00:26:18,1.0,0.9,1.0,N,229,140,1.0,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
44,1.0,2020-01-01 00:33:33,2020-01-01 00:36:20,2.0,0.6,1.0,N,141,140,1.0,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
45,1.0,2020-01-01 00:43:56,2020-01-01 00:46:24,1.0,0.7,1.0,N,141,141,1.0,4.5,3.0,0.5,1.0,0.0,0.3,9.3,2.5
46,1.0,2020-01-01 00:58:34,2020-01-01 01:07:17,1.0,1.1,1.0,N,233,229,1.0,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
47,2.0,2020-01-01 00:31:20,2020-01-01 00:47:31,2.0,2.77,1.0,N,144,68,1.0,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
48,2.0,2020-01-01 00:50:58,2020-01-01 01:06:09,1.0,1.39,1.0,N,246,48,2.0,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
49,2.0,2020-01-01 00:12:40,2020-01-01 00:18:07,1.0,0.69,1.0,N,79,79,1.0,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
50,2.0,2020-01-01 00:43:33,2020-01-01 01:21:12,1.0,3.23,1.0,N,237,48,2.0,22.5,0.5,0.5,0.0,0.0,0.3,26.3,2.5
51,2.0,2020-01-01 00:05:31,2020-01-01 00:25:18,3.0,3.36,1.0,N,237,107,1.0,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
52,2.0,2020-01-01 00:42:23,2020-01-01 00:47:08,4.0,0.66,1.0,N,234,90,1.0,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
53,2.0,2020-01-01 00:51:18,2020-01-01 01:04:08,2.0,2.0,1.0,N,90,148,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
54,1.0,2020-01-01 00:33:31,2020-01-01 00:59:47,1.0,8.7,1.0,N,166,213,2.0,28.0,0.5,0.5,0.0,0.0,0.3,29.3,0.0
55,1.0,2020-01-01 00:26:44,2020-01-01 00:48:11,1.0,2.4,1.0,N,249,100,1.0,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5
56,1.0,2020-01-01 00:59:30,2020-01-01 01:08:40,1.0,1.0,1.0,N,234,137,1.0,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
57,1.0,2020-01-01 00:20:02,2020-01-01 00:26:23,1.0,1.3,1.0,N,87,148,1.0,6.5,3.0,0.5,2.0,0.0,0.3,12.3,2.5
58,1.0,2020-01-01 00:30:08,2020-01-01 00:43:24,1.0,2.0,1.0,N,148,170,1.0,10.5,3.0,0.5,1.0,0.0,0.3,15.3,2.5
59,1.0,2020-01-01 00:55:41,2020-01-01 01:31:23,2.0,5.2,1.0,N,113,239,1.0,25.5,3.0,0.5,5.85,0.0,0.3,35.15,2.5
60,2.0,2020-01-01 00:21:24,2020-01-01 00:33:45,1.0,1.58,1.0,N,234,162,1.0,9.5,0.5,0.5,3.99,0.0,0.3,17.29,2.5
61,1.0,2020-01-01 00:28:35,2020-01-01 00:44:47,2.0,2.1,1.0,N,43,170,2.0,11.5,3.0,0.5,0.0,0.0,0.3,15.3,2.5
62,1.0,2020-01-01 00:59:54,2020-01-01 01:20:08,2.0,3.3,1.0,N,234,263,1.0,15.0,3.0,0.5,3.75,0.0,0.3,22.55,2.5
63,2.0,2020-01-01 00:20:37,2020-01-01 00:26:18,3.0,1.18,1.0,N,237,239,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
64,2.0,2020-01-01 00:29:55,2020-01-01 00:48:40,3.0,2.42,1.0,N,239,229,1.0,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
65,2.0,2020-01-01 00:50:47,2020-01-01 01:08:23,2.0,3.23,1.0,N,229,239,1.0,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
66,1.0,2020-01-01 00:27:00,2020-01-01 00:49:22,2.0,2.3,1.0,N,161,79,2.0,15.0,3.0,0.5,0.0,0.0,0.3,18.8,2.5
67,1.0,2020-01-01 00:53:50,2020-01-01 01:04:39,3.0,1.3,1.0,N,107,170,2.0,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
68,2.0,2020-01-01 00:09:11,2020-01-01 00:28:51,1.0,7.1,1.0,N,166,248,2.0,22.0,0.5,0.5,0.0,0.0,0.3,23.3,0.0
69,2.0,2020-01-01 00:42:15,2020-01-01 01:16:20,1.0,14.52,1.0,N,185,226,1.0,41.0,0.5,0.5,8.46,0.0,0.3,52.71,0.0
70,2.0,2020-01-01 00:15:13,2020-01-01 00:26:52,1.0,2.09,1.0,N,162,142,2.0,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
71,2.0,2020-01-01 00:28:39,2020-01-01 00:54:21,1.0,4.82,1.0,N,142,7,1.0,20.5,0.5,0.5,4.86,0.0,0.3,29.16,2.5
72,2.0,2020-01-01 00:13:16,2020-01-01 00:17:45,2.0,1.31,1.0,N,236,237,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
73,2.0,2020-01-01 00:20:03,2020-01-01 00:29:43,2.0,3.32,1.0,N,237,42,2.0,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
74,2.0,2020-01-01 00:39:11,2020-01-01 01:00:00,1.0,2.8,1.0,N,236,162,2.0,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
75,2.0,2020-01-01 00:35:13,2020-01-01 00:54:55,2.0,4.55,1.0,N,189,80,1.0,17.5,0.5,0.5,0.0,0.0,0.3,18.8,0.0
76,2.0,2020-01-01 00:08:40,2020-01-01 00:21:20,2.0,1.75,1.0,N,211,107,2.0,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
77,2.0,2020-01-01 00:30:10,2020-01-01 00:38:35,2.0,1.12,1.0,N,162,170,1.0,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
78,2.0,2020-01-01 00:53:35,2020-01-01 01:12:18,2.0,4.07,1.0,N,79,262,1.0,15.5,0.5,0.5,4.82,0.0,0.3,24.12,2.5
79,2.0,2020-01-01 00:13:26,2020-01-01 00:16:52,1.0,1.17,1.0,N,142,238,1.0,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
80,2.0,2020-01-01 00:20:28,2020-01-01 00:24:30,1.0,1.35,1.0,N,239,24,1.0,6.0,0.5,0.5,2.45,0.0,0.3,12.25,2.5
81,2.0,2020-01-01 00:25:53,2020-01-01 00:35:45,1.0,5.19,1.0,N,24,243,2.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,0.0
82,2.0,2020-01-01 00:11:46,2020-01-01 00:17:54,1.0,0.5,1.0,N,211,231,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
83,2.0,2020-01-01 00:22:30,2020-01-01 00:43:08,1.0,3.46,1.0,N,211,246,2.0,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
84,2.0,2020-01-01 00:44:37,2020-01-01 01:46:33,1.0,6.7,1.0,N,50,7,1.0,38.5,0.5,0.5,8.46,0.0,0.3,50.76,2.5
85,1.0,2020-01-01 00:08:54,2020-01-01 00:24:20,4.0,3.5,1.0,N,234,140,1.0,13.5,3.0,0.5,3.46,0.0,0.3,20.76,2.5
86,1.0,2020-01-01 00:26:50,2020-01-01 00:38:36,1.0,3.6,1.0,N,140,41,2.0,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5
87,1.0,2020-01-01 00:58:36,2020-01-01 01:04:38,2.0,1.3,1.0,N,262,140,1.0,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
88,2.0,2020-01-01 00:02:15,2020-01-01 00:13:28,1.0,6.46,1.0,N,142,244,1.0,19.0,0.5,0.5,2.28,0.0,0.3,25.08,2.5
89,2.0,2020-01-01 00:24:45,2020-01-01 00:32:07,1.0,1.25,1.0,N,166,238,1.0,7.5,0.5,0.5,2.83,0.0,0.3,14.13,2.5
90,2.0,2020-01-01 00:37:17,2020-01-01 00:39:44,1.0,0.51,1.0,N,239,239,1.0,4.0,0.5,0.5,1.17,0.0,0.3,8.97,2.5
91,2.0,2020-01-01 00:41:18,2020-01-01 01:25:00,1.0,2.43,1.0,N,239,186,2.0,25.5,0.5,0.5,0.0,0.0,0.3,29.3,2.5
92,2.0,2020-01-01 00:12:19,2020-01-01 00:18:54,2.0,1.4,1.0,N,263,140,1.0,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
93,2.0,2020-01-01 00:21:22,2020-01-01 00:35:22,2.0,2.67,1.0,N,140,143,2.0,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
94,2.0,2020-01-01 00:37:27,2020-01-01 00:50:39,2.0,2.33,1.0,N,143,236,1.0,11.0,0.5,0.5,2.0,0.0,0.3,16.8,2.5
95,2.0,2020-01-01 00:53:56,2020-01-01 01:13:51,1.0,3.75,1.0,N,236,107,1.0,15.5,0.5,0.5,2.0,0.0,0.3,21.3,2.5
96,1.0,2020-01-01 00:14:05,2020-01-01 00:40:50,2.0,2.1,1.0,N,48,107,1.0,16.5,3.0,0.5,4.05,0.0,0.3,24.35,2.5
97,2.0,2020-01-01 00:14:44,2020-01-01 00:23:35,1.0,1.78,1.0,N,161,141,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
98,2.0,2020-01-01 00:25:31,2020-01-01 00:38:12,1.0,3.16,1.0,N,141,224,2.0,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
99,2.0,2020-01-01 00:41:28,2020-01-01 00:54:20,1.0,3.37,1.0,N,107,263,1.0,12.0,0.5,0.5,2.1,0.0,0.3,17.9,2.5
100,1.0,2020-01-01 00:18:14,2020-01-01 00:21:58,2.0,0.6,1.0,N,142,143,1.0,5.0,3.0,0.5,2.6,0.0,0.3,11.4,2.5
101,1.0,2020-01-01 00:25:49,2020-01-01 00:29:42,2.0,0.8,1.0,N,239,151,1.0,5.0,3.0,0.5,2.0,0.0,0.3,10.8,2.5
102,1.0,2020-01-01 00:35:03,2020-01-01 00:53:06,1.0,3.0,1.0,N,238,229,1.0,14.0,3.0,0.5,3.55,0.0,0.3,21.35,2.5
103,1.0,2020-01-01 00:56:39,2020-01-01 01:21:13,2.0,3.8,1.0,N,229,45,4.0,16.5,3.0,0.5,0.0,0.0,0.3,20.3,2.5
104,2.0,2020-01-01 00:08:44,2020-01-01 00:19:57,2.0,2.64,1.0,N,151,262,1.0,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
105,2.0,2020-01-01 00:21:23,2020-01-01 00:36:23,3.0,2.83,1.0,N,262,161,2.0,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
106,2.0,2020-01-01 00:46:08,2020-01-01 00:56:59,3.0,0.55,1.0,N,162,161,1.0,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
107,2.0,2020-01-01 00:58:31,2020-01-01 01:09:45,1.0,2.18,1.0,N,161,262,1.0,9.5,0.5,0.5,2.39,0.0,0.3,15.69,2.5
108,2.0,2020-01-01 00:08:27,2020-01-01 00:13:52,3.0,1.1,1.0,N,148,231,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
109,2.0,2020-01-01 00:16:16,2020-01-01 00:30:41,2.0,1.89,1.0,N,231,79,1.0,11.0,0.5,0.5,1.0,0.0,0.3,15.8,2.5
110,2.0,2020-01-01 00:43:50,2020-01-01 00:59:52,1.0,3.17,1.0,N,262,151,1.0,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
111,2.0,2020-01-01 00:12:28,2020-01-01 00:21:11,1.0,1.5,1.0,N,40,65,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,0.0
112,2.0,2020-01-01 00:36:33,2020-01-01 00:53:23,1.0,6.43,1.0,N,261,170,1.0,20.5,0.5,0.5,4.86,0.0,0.3,29.16,2.5
113,2.0,2020-01-01 00:55:51,2020-01-01 01:02:28,1.0,0.83,1.0,N,170,170,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
114,1.0,2020-01-01 00:14:06,2020-01-01 00:22:53,3.0,1.5,1.0,N,148,107,1.0,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
115,1.0,2020-01-01 00:30:20,2020-01-01 00:54:21,2.0,8.0,1.0,N,137,181,2.0,25.5,3.0,0.5,0.0,0.0,0.3,29.3,2.5
116,1.0,2020-01-01 00:19:32,2020-01-01 00:26:03,1.0,1.4,1.0,N,43,236,1.0,7.0,3.0,0.5,2.7,0.0,0.3,13.5,2.5
117,1.0,2020-01-01 00:29:14,2020-01-01 00:52:47,1.0,4.7,1.0,N,236,79,1.0,18.0,3.0,0.5,6.5,0.0,0.3,28.3,2.5
118,2.0,2020-01-01 00:05:56,2020-01-01 00:25:52,2.0,2.95,1.0,N,87,158,2.0,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
119,2.0,2020-01-01 00:29:09,2020-01-01 00:59:04,3.0,5.25,1.0,N,158,236,1.0,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5
120,1.0,2020-01-01 00:16:44,2020-01-01 00:18:51,1.0,0.5,1.0,N,170,107,3.0,3.5,3.0,0.5,0.0,0.0,0.3,7.3,2.5
121,1.0,2020-01-01 00:53:38,2020-01-01 01:04:20,1.0,1.4,1.0,N,234,107,1.0,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
122,1.0,2020-01-01 00:31:16,2020-01-01 01:05:43,1.0,9.9,1.0,N,231,82,2.0,33.0,2.5,0.5,0.0,0.0,0.3,36.3,2.5
123,1.0,2020-01-01 00:42:55,2020-01-01 01:07:31,2.0,3.9,1.0,N,151,229,2.0,18.0,3.0,0.5,0.0,0.0,0.3,21.8,2.5
124,2.0,2020-01-01 00:12:38,2020-01-01 00:19:11,1.0,1.26,1.0,N,166,238,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
125,2.0,2020-01-01 00:21:28,2020-01-01 00:27:29,4.0,1.48,1.0,N,238,24,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
126,2.0,2020-01-01 00:29:32,2020-01-01 00:46:42,1.0,3.28,1.0,N,166,262,2.0,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
127,2.0,2020-01-01 00:21:32,2020-01-01 00:30:20,1.0,1.61,1.0,N,181,49,1.0,8.0,0.5,0.5,1.86,0.0,0.3,11.16,0.0
128,2.0,2020-01-01 00:47:40,2020-01-01 01:09:23,1.0,3.23,1.0,N,144,232,1.0,16.0,0.5,0.5,0.0,0.0,0.3,19.8,2.5
129,2.0,2020-01-01 00:27:25,2020-01-01 00:37:34,3.0,1.88,1.0,N,239,237,1.0,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
130,2.0,2020-01-01 00:52:06,2020-01-01 01:01:48,1.0,2.26,1.0,N,237,75,2.0,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
131,2.0,2020-01-01 00:53:21,2020-01-01 01:16:14,1.0,12.92,1.0,N,132,265,1.0,36.0,0.5,0.5,7.46,0.0,0.3,44.76,0.0
132,2.0,2020-01-01 00:13:58,2020-01-01 00:32:39,2.0,7.76,1.0,N,138,151,1.0,24.0,0.5,0.5,6.28,6.12,0.3,37.7,0.0
133,2.0,2020-01-01 00:36:37,2020-01-01 00:44:04,1.0,1.33,1.0,N,43,239,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
134,2.0,2020-01-01 00:46:55,2020-01-01 00:51:55,3.0,0.71,1.0,N,239,238,1.0,5.5,0.5,0.5,1.3,0.0,0.3,10.6,2.5
135,2.0,2020-01-01 00:52:41,2020-01-01 01:08:48,2.0,2.31,1.0,N,238,141,1.0,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
136,2.0,2020-01-01 00:03:46,2020-01-01 00:14:47,1.0,2.89,1.0,N,229,145,1.0,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
137,2.0,2020-01-01 00:42:07,2020-01-01 00:49:28,1.0,1.06,1.0,N,161,137,1.0,6.5,0.5,0.5,4.0,0.0,0.3,14.3,2.5
138,2.0,2020-01-01 00:17:41,2020-01-01 00:28:27,1.0,2.11,1.0,N,140,236,1.0,10.0,0.5,0.5,2.07,0.0,0.3,15.87,2.5
139,2.0,2020-01-01 00:32:56,2020-01-01 00:41:19,1.0,1.52,1.0,N,236,43,1.0,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
140,2.0,2020-01-01 00:44:51,2020-01-01 00:53:30,1.0,1.97,1.0,N,163,75,2.0,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
141,2.0,2020-01-01 00:05:05,2020-01-01 00:14:54,1.0,2.29,1.0,N,236,162,1.0,9.0,0.5,0.5,1.0,0.0,0.3,13.8,2.5
142,2.0,2020-01-01 00:25:06,2020-01-01 00:29:07,1.0,1.62,1.0,N,229,263,1.0,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
143,2.0,2020-01-01 00:30:19,2020-01-01 00:33:26,1.0,0.98,1.0,N,263,141,1.0,5.0,0.5,0.5,1.32,0.0,0.3,10.12,2.5
144,2.0,2020-01-01 00:40:24,2020-01-01 00:52:17,1.0,2.7,1.0,N,140,238,1.0,11.5,0.5,0.5,3.0,0.0,0.3,18.3,2.5
145,2.0,2020-01-01 00:53:10,2020-01-01 01:46:40,1.0,6.39,1.0,N,238,211,1.0,34.0,0.5,0.5,7.56,0.0,0.3,45.36,2.5
146,1.0,2020-01-01 00:14:09,2020-01-01 00:34:04,3.0,1.4,1.0,N,233,186,2.0,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5
147,1.0,2020-01-01 00:44:31,2020-01-01 01:11:20,2.0,5.2,1.0,N,249,112,1.0,19.0,3.0,0.5,5.75,6.12,0.3,34.67,2.5
148,2.0,2020-01-01 00:12:04,2020-01-01 00:16:39,1.0,0.75,1.0,N,249,125,1.0,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
149,2.0,2020-01-01 00:22:52,2020-01-01 00:35:39,1.0,2.01,1.0,N,211,137,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
150,2.0,2020-01-01 00:37:00,2020-01-01 00:58:24,1.0,7.21,1.0,N,137,158,1.0,23.5,0.5,0.5,5.46,0.0,0.3,32.76,2.5
151,2.0,2020-01-01 00:41:55,2020-01-01 01:25:10,2.0,4.26,1.0,N,68,261,2.0,27.5,0.5,0.5,0.0,0.0,0.3,31.3,2.5
152,2.0,2020-01-01 00:43:13,2020-01-01 01:40:35,5.0,8.6,1.0,N,68,223,1.0,39.5,0.5,0.5,5.2,0.0,0.3,48.5,2.5
153,1.0,2020-01-01 00:13:26,2020-01-01 00:42:31,3.0,2.7,1.0,N,249,48,1.0,18.0,3.0,0.5,2.0,0.0,0.3,23.8,2.5
154,1.0,2020-01-01 00:46:09,2020-01-01 01:00:08,1.0,3.4,1.0,N,142,41,1.0,12.5,3.0,0.5,4.05,0.0,0.3,20.35,2.5
155,2.0,2020-01-01 00:22:59,2020-01-01 00:41:19,1.0,2.38,1.0,N,164,79,1.0,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
156,2.0,2020-01-01 00:45:05,2020-01-01 01:23:29,1.0,5.18,1.0,N,79,143,1.0,25.0,0.5,0.5,4.32,0.0,0.3,33.12,2.5
157,2.0,2020-01-01 00:55:36,2020-01-01 01:11:07,1.0,2.92,1.0,N,142,41,2.0,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
158,2.0,2020-01-01 00:16:49,2020-01-01 00:37:53,1.0,3.06,1.0,N,162,79,2.0,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
159,2.0,2020-01-01 00:47:49,2020-01-01 00:52:27,1.0,0.74,1.0,N,107,137,1.0,5.0,0.5,0.5,0.88,0.0,0.3,9.68,2.5
160,2.0,2020-01-01 00:54:28,2020-01-01 00:58:41,1.0,0.6,1.0,N,170,137,3.0,-4.5,-0.5,-0.5,0.0,0.0,-0.3,-8.3,-2.5
